rank,scientific_name,database,db_id,kingdom,phylum,class,order,family,genus,species,raw_name
Class,Actinopterygii,worms,10194,Animalia,Chordata,Actinopterygii,,,,,Osteichthyes
Genus,Sebastolobus,worms,270859,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,,Sebastobolus
Class,Choreotrichia,worms,425491,Chromista,Ciliophora,Spirotrichea,,,,,Choreotrichia
Genus,Condylostoma,worms,172316,Chromista,Ciliophora,Heterotrichea,Heterotrichida,Condylostomatidae,Condylostoma,,Condylostoma
Class,Cyrtophoria,worms,425462,Chromista,Ciliophora,Phyllopharyngea,,,,,Cyrtophoria
Genus,Ephelota,worms,172362,Chromista,Ciliophora,Phyllopharyngea,Exogenida,Ephelotidae,Ephelota,,Ephelota
Family,Folliculinidae,worms,1692,Chromista,Ciliophora,Heterotrichea,Heterotrichida,Folliculinidae,,,Folliculinidae
Genus,Halofolliculina,worms,425691,Chromista,Ciliophora,Heterotrichea,Heterotrichida,Folliculinidae,Halofolliculina,,Halofolliculina
Class,Peritrichia,worms,163067,Chromista,Ciliophora,Oligohymenophorea,,,,,Peritrichia
Genus,Pseudocohnilembus,worms,341349,Chromista,Ciliophora,Oligohymenophorea,Philasterida,Pseudocohnilembidae,Pseudocohnilembus,,Pseudocohnilembus
Class,Spirotrichea,worms,1348,Chromista,Ciliophora,Spirotrichea,,,,,Spirotrichea
Unknown,Suctoria,worms,162681,Chromista,Ciliophora,Phyllopharyngea,,,,,Suctoria
Unknown,Vorticella,worms,163573,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Vorticellidae,Vorticella,,Vorticella
Genus,Zoothamnium,worms,162403,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Zoothamniidae,Zoothamnium,,Zoothamnium
Unknown,Zoothamnium,worms,162403,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Zoothamniidae,Zoothamnium,,Zoothamnium
Phylum,Ciliophora,worms,425401,Chromista,Ciliophora,,,,,,Intramacronucleata
Species,Abietinaria inconstans,worms,285368,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,Abietinaria inconstans,Abietinaria inconstans
Order,Actiniaria,worms,1360,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actinaria
Order,Actiniaria,worms,1360,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria
Family,Actiniidae,worms,100653,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,,,Actiniidae
Unknown,Aglaophenia,worms,116999,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,,Aglaophenia
Order,Alcyonacea,worms,1365,Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,Alcyonacea
Species,Amphianthus dohrnii,worms,100936,Animalia,Cnidaria,Anthozoa,Actiniaria,Amphianthidae,Amphianthus,Amphianthus dohrnii,Amphianthus dohrnii
Species,Amphisbetia furcata,worms,585718,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Amphisbetia,Amphisbetia furcata,Amphisbetia furcata
Genus,Anthopleura,worms,100696,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,,Anthopleura
Species,Anthopleura asiatica,worms,283338,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura asiatica,Anthopleura asiatica
Species,Anthoptilum grandiflorum,worms,128504,Animalia,Cnidaria,Anthozoa,Pennatulacea,Anthoptilidae,Anthoptilum,Anthoptilum grandiflorum,Anthoptilum grandiflorum
Species,Anthothoe chilensis,worms,289437,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,Anthothoe chilensis,Anthothoe chilensis
Class,Anthozoa,worms,1292,Animalia,Cnidaria,Anthozoa,,,,,Anthozoa
Unknown,Anthozoa,worms,1292,Animalia,Cnidaria,Anthozoa,,,,,Anthozoa
Species,Aurelia limbata,worms,158199,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia limbata,Aurelia limbata
Species,Bougainvillia muscus,worms,117328,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,Bougainvillia muscus
Genus,Calliactus,worms,854068,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Calliactus,,Calliactus
Species,Campanularia volubilis,worms,117365,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,Campanularia volubilis,Campanularia volubilis
Family,Cerianthidae,worms,100684,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,,,Cerianthidae
Genus,Clavularia,worms,125286,Animalia,Cnidaria,Anthozoa,Alcyonacea,Clavulariidae,Clavularia,,Clavularia
Genus,Clytia,worms,117030,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,,Clytia
Species,Clytia gregaria,worms,284361,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia gregaria,Clytia gregaria
Species,Clytia hemisphaerica,worms,117368,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia hemisphaerica,Clytia hemisphaerica
Species,Clytia linearis,worms,117370,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia linearis,Clytia linearis
Species,Clytia universitatis,worms,284394,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia universitatis,Clytia universitatis
Phylum,Cnidaria,worms,1267,Animalia,Cnidaria,,,,,,Cnidaria
Species,Dentomuricea meteor,worms,125381,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Dentomuricea,Dentomuricea meteor,Dentomuricea meteor
Species,Desmophyllum dianthus,worms,135159,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum dianthus,Desmophyllum dianthus
Species,Diadumene franciscana,worms,283512,Animalia,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Diadumene franciscana,Diadumene franciscana
Species,Diadumene lineata,worms,395099,Animalia,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Diadumene lineata,Diadumene lineata
Genus,Epizoanthus,worms,100790,Animalia,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,,Epizoanthus
Genus,Eudendrium,worms,117093,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,,Eudendrium
Species,Eutima japonica,worms,284605,Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutima,Eutima japonica,Eutima japonica
Species,Favia fragum,worms,207432,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,Favia fragum,Favia fragum
Species,Gersemia juliepackardae,worms,944595,Animalia,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Gersemia,Gersemia juliepackardae,Gersemia juliepackardae
Family,Gorgonacea,worms,1366,Animalia,Cnidaria,Anthozoa,Gorgonacea,,,,Gorgonacea
Genus,Halecium,worms,117103,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,,Halecium
Species,Halecium delicatulum,worms,117588,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium delicatulum,Halecium delicatulum
Species,Halecium tenellum,worms,117606,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium tenellum,Halecium tenellum
Genus,Halipteris,worms,128491,Animalia,Cnidaria,Anthozoa,Pennatulacea,Halipteridae,Halipteris,,Halipteris
Family,Hormathiidae,worms,100672,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,Hormathiidae
Species,Hydrodendron mirabile,worms,117613,Animalia,Cnidaria,Hydrozoa,Leptothecata,Phylactothecidae,Hydrodendron,Hydrodendron mirabile,Hydrodendron mirabile
Class,Hydroida,worms,152195,Animalia,Cnidaria,Hydrozoa,Hydroida,,,,Hydroida
Class,Hydrozoa,worms,1337,Animalia,Cnidaria,Hydrozoa,,,,,Hydrozoa
Unknown,Hydrozoa,worms,1337,Animalia,Cnidaria,Hydrozoa,,,,,Hydrozoa
Species,Laomedea angulata,worms,117379,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea angulata,Laomedea angulata
Species,Laomedea flexuosa,worms,117382,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Laomedea,Laomedea flexuosa,Laomedea flexuosa
Species,Liponema brevicorne,worms,593074,Animalia,Cnidaria,Anthozoa,Actiniaria,Liponematidae,Liponema,Liponema brevicorne,Liponema brevicorne
Species,Lophelia pertusa,worms,135161,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Lophelia,Lophelia pertusa,Lophelia pertusa
Species,Madrepora oculata,worms,135209,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,Madrepora oculata,Madrepora oculata
Family,Metridiidae,worms,100678,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,,,Metridiidae
Genus,Metridium,worms,100770,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,,Metridium
Species,Metridium dianthus,worms,158251,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium dianthus,Metridium dianthus
Genus,Millepora,worms,205902,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,,Millepora
Genus,Obelia,worms,117034,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,,Obelia
Unknown,Obelia,worms,117034,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,,Obelia
Species,Obelia dichotoma,worms,117386,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,Obelia dichotoma
Species,Obelia geniculata,worms,117388,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia geniculata,Obelia geniculata
Species,Obelia griffini,worms,832290,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia griffini,Obelia griffini
Species,Obelia longissima,worms,117389,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia longissima,Obelia longissima
Class,Octocorallia,worms,1341,Animalia,Cnidaria,Anthozoa,,,,,Octocorallia
Species,Orthopyxis caliculata,worms,220580,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis caliculata,Orthopyxis caliculata
Species,Orthopyxis platycarpa,worms,292522,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis platycarpa,Orthopyxis platycarpa
Species,Palythoa caribaeorum,worms,288456,Animalia,Cnidaria,Anthozoa,Zoantharia,Sphenopidae,Palythoa,Palythoa caribaeorum,Palythoa caribaeorum
Species,Palythoa mutuki,worms,288472,Animalia,Cnidaria,Anthozoa,Zoantharia,Sphenopidae,Palythoa,Palythoa mutuki,Palythoa mutuki
Species,Paracyathus stokesii,worms,286831,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,Paracyathus stokesii,Paracyathus stokesii
Species,Paragorgia arborea,worms,125418,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,Paragorgia arborea,Paragorgia arborea
Order,Pennatula,worms,128495,Animalia,Cnidaria,Anthozoa,Pennatulacea,Pennatulidae,Pennatula,,Pennatula
Species,Phialella quadrata,worms,117804,Animalia,Cnidaria,Hydrozoa,Leptothecata,Phialellidae,Phialella,Phialella quadrata,Phialella quadrata
Species,Plumalecium plumularioides,worms,878195,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumaleciidae,Plumalecium,Plumalecium plumularioides,Plumalecium plumularioides
Species,Plumularia caliculata,worms,285226,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia caliculata,Plumularia caliculata
Genus,Plumularia setacea,worms,117824,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia setacea,Plumularia setacea
Species,Plumularia setacea,worms,117824,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia setacea,Plumularia setacea
Genus,Pocillopora,worms,206938,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,,Pocillopora
Species,Pocillopora damicornis,worms,206953,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pocillopora damicornis
Order,Scleractinia,worms,1363,Animalia,Cnidaria,Anthozoa,Scleractinia,,,,Scleractinia
Phylum,Scyphozoa,worms,135220,Animalia,Cnidaria,Scyphozoa,,,,,Scyphozoa
Unknown,Sertularella,worms,117233,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,,Sertularella
Species,Sertularella mutsuensis,worms,285536,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella mutsuensis,Sertularella mutsuensis
Genus,Sertularia,worms,117234,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,,Sertularia
Order,Siphonophora,worms,254409,Animalia,Cnidaria,Hydrozoa,Siphonophora,,,,Siphonophora
Species,Symplectoscyphus tricuspidatus,worms,117929,Animalia,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus tricuspidatus,Symplectoscyphus tricuspidatus
Genus,Tubularia,worms,117258,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,,Tubularia
Family,Umbellula,worms,128499,Animalia,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,,Umbellula
Species,Umimayanthus chanpuru,worms,843619,Animalia,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Umimayanthus,Umimayanthus chanpuru,Umimayanthus chanpuru
Unknown,Urticina,worms,100706,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,,Urticina
Species,Velella velella,worms,117832,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,Velella velella,Velella velella
Species,Viminella flagellum,worms,125360,Animalia,Cnidaria,Anthozoa,Alcyonacea,Ellisellidae,Viminella,Viminella flagellum,Viminella flagellum
Species,Zoanthus sansibaricus,worms,220521,Animalia,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus sansibaricus,Zoanthus sansibaricus
Species,Zoanthus sociatus,worms,288843,Animalia,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus sociatus,Zoanthus sociatus
Genus,Culicia,worms,205610,Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Culicia,,Culicea
Species,Gonothyraea loveni,worms,117377,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Gonothyraea,Gonothyraea loveni,Gonothyrea loveni
Species,Hydrodendron gracilis,worms,284791,Animalia,Cnidaria,Hydrozoa,Leptothecata,Phylactothecidae,Hydrodendron,Hydrodendron gracilis,Hydrodendron gracile
Species,Palythoa grandiflora,worms,582041,Animalia,Cnidaria,Anthozoa,Zoantharia,Sphenopidae,Palythoa,Palythoa grandiflora,Palythoa grandiflor
Species,Plumalecium plumularioides,worms,878195,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumaleciidae,Plumalecium,Plumalecium plumularioides,Plumalecium plumalarioides
Species,Porites rus,worms,207231,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites rus,Porites rus
Genus,Garveia,worms,117018,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,,Prevotella
Genus,Stylactis,worms,117121,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Stylactis,,Stylacteria
Order,Anthoathecatae,itis,718925,Animalia,Cnidaria,Hydrozoa,Anthoathecatae,,,,Athecate
Phylum,Crenarchaeota,worms,559440,Archaea,Crenarchaeota,,,,,,Crenarchaeota
Class,Cryptophyceae,worms,17639,Chromista,Cryptophyta,Cryptophyceae,,,,,Cryptophyceae
Phylum,Ctenophora,worms,1248,Animalia,Ctenophora,,,,,,Ctenophora
Genus,Calothrix,worms,146624,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,,Calothrix
Species,Calothrix crustacea,worms,211909,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix,Calothrix crustacea,Calothrix crustacea
Phylum,Cyanobacteria,worms,146537,Bacteria,Cyanobacteria,,,,,,Cyanobacteria
Unknown,Cyanobacteria,worms,146537,Bacteria,Cyanobacteria,,,,,,Cyanobacteria
Class,Cyanophyceae,worms,146542,Bacteria,Cyanobacteria,Cyanophyceae,,,,,Cyanophyceae
Genus,Leptolyngbya,worms,146994,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Leptolyngbya,,Leptolyngbya
Genus,Microcystis,worms,146557,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,,Microcystis
Genus,Oscillatoriales,worms,146603,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,,,,Oscillatoriales
Genus,Phormidium,worms,146690,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,,Phormidium
Genus,Pleurocapsa,worms,146582,Bacteria,Cyanobacteria,Cyanophyceae,Pleurocapsales,Hyellaceae,Pleurocapsa,,Pleurocapsa
Genus,Rivularia,worms,146623,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia,,Rivularia
Genus,Cyanobacterium,worms,573277,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanobacterium,,Cyanobacterium
Genus,Scytonema,worms,206253,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,,Scytonema
Genus,Synechococcus,worms,160572,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus
Family,Antedonidae,worms,123148,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,,,Antedonidae
Species,Aphelasterias japonica,worms,378819,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Aphelasterias,Aphelasterias japonica,Aphelasterias japonica
Species,Arbacia lixula,worms,124249,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,Arbacia lixula,Arbacia lixula
Species,Asterias amurensis,worms,254497,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias amurensis,Asterias amurensis
Species,Asterias rubens,worms,123776,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens,Asterias rubens
Class,Asteroidea,worms,123080,Animalia,Echinodermata,Asteroidea,,,,,Asteroidea
Species,Cidaris cidaris,worms,124257,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Cidaris,Cidaris cidaris,Cidaris cidaris
Class,Echinodermata,worms,1806,Animalia,Echinodermata,,,,,,Echinodermata
Species,Havelockia versicolor,worms,210939,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Havelockia,Havelockia versicolor,Havelockia versicolor
Genus,Lophaster,worms,123337,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,,Lophaster
Class,Ophiuroidea,worms,123084,Animalia,Echinodermata,Ophiuroidea,,,,,Ophiuroidea
Genus,Ophiuroidea,worms,123084,Animalia,Echinodermata,Ophiuroidea,,,,,Ophiuroidea
Unknown,Ophiuroidea,worms,123084,Animalia,Echinodermata,Ophiuroidea,,,,,Ophiuroidea
Species,Patiria chilensis,worms,382124,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria chilensis,Patiria chilensis
Species,Patiria pectinifera,worms,459559,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria pectinifera,Patiria pectinifera
Genus,Peribolaster,worms,172589,Animalia,Echinodermata,Asteroidea,Velatida,Korethrasteridae,Peribolaster,,Peribolaster
Family,Pterasteridae,worms,123142,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae
Genus,Scotoplanes,worms,123520,Animalia,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Scotoplanes,,Scotoplanes
Genus,Solaster,worms,123338,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,,Solaster
Unknown,Strongylocentrotus,worms,123390,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,,Strongylocentrotus
Species,Strongylocentrotus fragilis,worms,569742,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus fragilis,Strongylocentrotus fragilis
Species,Temnotrema sculptum,worms,513605,Animalia,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Temnotrema,Temnotrema sculptum,Temnotrema sculptum
Species,Tetrapygus niger,worms,513606,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Tetrapygus,Tetrapygus niger,Tetrapygus niger
Class,Echinoidea,worms,123082,Animalia,Echinodermata,Echinoidea,,,,,Echinoid
Class,Ophiuroidea,worms,123084,Animalia,Echinodermata,Ophiuroidea,,,,,Ophiuroids
Species,Ophiura leptoctenia,worms,244279,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura leptoctenia,Ophiurua leptoctenia
Unknown,Barentsia,worms,111795,Animalia,Entoprocta,,,Barentsiidae,Barentsia,,Barentsia
Class,Kinetoplastea,worms,562565,Protozoa,Euglenozoa,Kinetoplastea,,,,,Kinetoplastea
Order,Thermoplasmatales,worms,416269,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,,,,Thermoplasmatales
Genus,Anaerospora,worms,570963,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerospora,,Anaerospora
Order,Bacillales,worms,393160,Bacteria,Firmicutes,Bacili,Bacillales,,,,Bacillales
Genus,Bacillus,worms,415091,Bacteria,Firmicutes,Bacili,Bacillales,Bacillaceae,Bacillus,,Bacillus
Family,Carnobacteriaceae,worms,565125,Bacteria,Firmicutes,Bacili,Lactobacillales,Carnobacteriaceae,,,Carnobacteriaceae
Class,Clostridia,worms,565167,Bacteria,Firmicutes,Clostridia,,,,,Clostridia
Genus,Clostridium,worms,393096,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
Genus,Coprococcus,worms,571117,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,Coprococcus
Genus,Exiguobacterium,worms,393993,Bacteria,Firmicutes,Bacili,Bacillales,Bacillaceae,Exiguobacterium,,Exiguobacterium
Genus,Faecalibacterium,worms,571446,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,Faecalibacterium
Genus,Lachnospira,worms,571327,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,Lachnospira
Family,Lachnospiraceae,worms,570965,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,Lachnospiraceae
Genus,Marinibacillus,worms,394206,Bacteria,Firmicutes,Bacili,Bacillales,Bacillaceae,Marinibacillus,,Marinibacillus
Genus,Megamonas,worms,571507,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,,Megamonas
Genus,Planococcus,worms,564769,Bacteria,Firmicutes,Bacili,Bacillales,Planococcaceae,Planococcus,,Planococcus
Family,Ruminococcaceae,worms,570893,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,Ruminococcaceae
Genus,Ruminococcus,worms,571449,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,Ruminococcus
Genus,Streptococcus,worms,393932,Bacteria,Firmicutes,Bacili,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
Family,Veillonellaceae,worms,570899,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,,Veillonellaceae
Family,Veillonellaceae,worms,570899,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,,Velilonellaceae
Species,Staphylococcus epidermidis,itis,377,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermis
Class,Bacilli,itis,956133,Bacteria,Firmicutes,Bacilli,,,,,Bacilli
Genus,Oscillospira,itis,957740,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillospira,,Oscillospira
Genus,Phascolarctobacterium,itis,957819,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,,Phascolarctobacterium
Genus,Veillonella,itis,958378,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,,Veillonella
Genus,Acervulina,worms,112071,Chromista,Foraminifera,Globothalamea,Rotaliida,Acervulinidae,Acervulina,,Acervulina
Genus,Bathysiphon,worms,112300,Chromista,Foraminifera,Monothalamea,Astrorhizida,Rhabdamminidae,Bathysiphon,,Bathysiphon
Unknown,Bolivina,worms,112101,Chromista,Foraminifera,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,,Bolivina
Genus,Cibicides,worms,112082,Chromista,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Cibicides,,Cibicides
Species,Cibicides lobatulus,worms,112874,Chromista,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides lobatulus,Cibicides lobatulus
Unknown,Cyclogyra,worms,254324,Chromista,Foraminifera,Tubothalamea,Miliolida,Cornuspiridae,Cyclogyra,,Cyclogyra
Unknown,Cyclospira,worms,835272,Chromista,Foraminifera,Globothalamea,Rotaliida,Discorbidae,Cyclospira,,Cyclospira
Unknown,Elphidiella,worms,112161,Chromista,Foraminifera,Globothalamea,Rotaliida,Elphidiellidae,Elphidiella,,Elphidiella
Unknown,Elphidium,worms,112162,Chromista,Foraminifera,Globothalamea,Rotaliida,Elphidiidae,Elphidium,,Elphidium
Phylum,Foraminifera,worms,1410,Chromista,Foraminifera,,,,,,Foraminifera
Unknown,Foraminifera,worms,1410,Chromista,Foraminifera,,,,,,Foraminifera
Unknown,Globigerina,worms,112197,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerina,,Globigerina
Family,Globigerinidae,worms,111929,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,,,Globigerinidae
Species,Planulina ornata,worms,418080,Chromista,Foraminifera,Globothalamea,Rotaliida,Planulinidae,Planulina,Planulina ornata,Planulina ornata
Unknown,Quinqueloculina,worms,112040,Chromista,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Quinqueloculina,,Quinqueloculina
Genus,Rosalina,worms,112148,Chromista,Foraminifera,Globothalamea,Rotaliida,Rosalinidae,Rosalina,,Rosalina
Family,Miliolidae,worms,111898,Chromista,Foraminifera,Tubothalamea,Miliolida,Miliolidae,,,Miliolids
Genus,Fusobacterium,worms,571293,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,Fusobacterium
Genus,Propionigenium,worms,565450,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Propionigenium,,Propionigenium
